Date,PPO Agent,Equal-Weight (1/N),Nifty BeES B&H,MVO λ=0.5,MVO λ=1.0,MVO λ=2.0
2023-05-09,1.2088320329626254,1.2100978522259704,1.249436364282013,1.3084369628618242,1.343143431100442,1.3029036004866839
2023-05-10,1.2102987025559968,1.2123511209374445,1.2513133534056478,1.3118407524152045,1.3466121783660285,1.3062973377561273
2023-05-11,1.2135672074264365,1.2151721013422434,1.2535031899611604,1.3123210028826018,1.3469532585700634,1.3068979587271017
2023-05-12,1.2147214667578996,1.2177661231275372,1.252940026396727,1.3169129152560064,1.3511486738111702,1.3105550775739043
2023-05-15,1.2186932149003282,1.223857178727406,1.259697129961234,1.3167972227924596,1.351355462350372,1.3128921032802658
2023-05-16,1.2228165460107903,1.2198763336502068,1.2545041680884845,1.3144872242273966,1.3485309094355316,1.3087694756334385
2023-05-17,1.218154694678997,1.2082785830460683,1.2498117430132134,1.3016972763109598,1.3357564675628164,1.2985590371754787
2023-05-18,1.2106092344664474,1.2080568842454158,1.2453696340704976,1.304345973910389,1.3374167051593473,1.2986014856120336
2023-05-19,1.2108262966638281,1.2163279849252535,1.2501872172120465,1.3108877762890248,1.3437081972136755,1.3036549872975152
2023-05-22,1.2150227865627006,1.2227557364131134,1.255943247181597,1.3202401383909368,1.354140067742609,1.3121245576277278
2023-05-23,1.219264689077263,1.221836873677301,1.2576950782389544,1.3196284205302458,1.353337473801123,1.3113947681955767
2023-05-24,1.2189308924169118,1.214833779927019,1.252814963798083,1.3103142882904752,1.3446955935889688,1.3033856890122868
2023-05-25,1.2101211027627523,1.2152120348418323,1.2556929310490414,1.3065418861081584,1.3411232148846701,1.301125088031868
2023-05-26,1.208841217195262,1.230965833864726,1.269144606878732,1.3173114921608688,1.3520999308334951,1.3116636052128061
2023-05-29,1.2185706376768042,1.2340228706656142,1.2772155360024402,1.3243581048182345,1.3556676527218812,1.3135830928209495
2023-05-30,1.221341401056313,1.2375355436035922,1.278591988328597,1.3271626481315717,1.3590430021182245,1.3168323108893625
2023-05-31,1.224493102585329,1.2332286611812182,1.2742124106852035,1.320952661896612,1.3567119120337467,1.315978927663705
2023-06-01,1.2235204800197566,1.2263744981310016,1.270020522407411,1.3085239148929027,1.3410046340037651,1.3007969048888801
2023-06-02,1.2087003059107586,1.2276682086698463,1.2753385468788057,1.3124776505887632,1.3452621241290221,1.3046345722664048
